渠道,原声情感,原声类型,原声日期,原声内容,店铺名称,商品id,商品标题,商品链接,原声id,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:31:48,这种没显示数字的是在煮饭吗<br>那都不知道煮多少时间啊<br>内胆保质期多久呀<br>我买错了就买了一个😭<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,85a2137647cd52dfd59c7c54f46e14546064f040a47d7b41bf69a836974e3c72_2213283425041_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:31:48,这种没显示数字的是在煮饭吗<br>那都不知道煮多少时间啊<br>内胆保质期多久呀<br>我买错了就买了一个😭<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,85a2137647cd52dfd59c7c54f46e14546064f040a47d7b41bf69a836974e3c72_2213283425041_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:31:48,这种没显示数字的是在煮饭吗<br>那都不知道煮多少时间啊<br>内胆保质期多久呀<br>我买错了就买了一个😭<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,85a2137647cd52dfd59c7c54f46e14546064f040a47d7b41bf69a836974e3c72_2213283425041_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:31:00,四分卡是啥<br>噪音会很大吗<br>烘干或洗的时候<br>家里不大<br>放厕所<br>内衣内裤需要120分么久吗<br>会费电吗,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,6052ebbf5f651bb7b8ab1511e83907f823d633dba35e80b9eed7fce4b759af72_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:31:00,四分卡是啥<br>噪音会很大吗<br>烘干或洗的时候<br>家里不大<br>放厕所<br>内衣内裤需要120分么久吗<br>会费电吗,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,6052ebbf5f651bb7b8ab1511e83907f823d633dba35e80b9eed7fce4b759af72_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:30:17,这个从放米到饭熟要多久,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,44d0702492ed56d83c4986f5e604be63c9555497cabac7c621940207f532d95d_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:30:05,这个有优惠吗<br>减在哪里<br>哪里拍,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,18b9ce5c85ca2e3a878a73c49988dac2e7b325204319e4939c6366a0f5db5bbf_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:29:27,2个锅有什么不一样,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,0fe254f76e713d9d29d036a0a313ba2332a045f763cbb211a498f4a43d128ea7_2213283425041_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:26:29,你好我问一下咱这边发啥快递<br>我这边是安徽亳州发什么快递呀,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,3d64c247baa9fe435357fd1d2f3b9ed01d92a191ce80c98ed5ac8de4fb41033a_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:20:43,什么时候发货,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,f8a3d844df732af850ac88448a1060a398fd973c23f2e2eddae64e4081b0f6b5_2215107505922_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:19:35,盖子能进洗碗机不<br>盖子里面是啥材质<br>这个内盖啥材质<br>哦 这个有点大,小熊电器官方旗舰店,1066545498108,【新品抢先加购 4号付定】小熊破壁机豆浆机全自动家用多功能新款,https://detail.tmall.com/item.htm?id=1066545498108,179276df7f4b41e975bba79527ed1ff687f01cc1d6ef06e9665b7ddaa358dc51_2212470730276_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:02:57,保修多久,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,4fd525cca9c8e24a3ce1bf870649ff2b838b4c9cd2f74eafc82a9eb66c4b9a03_2222633286999_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 18:02:36,这个款有1L容量的么<br>1个人<br>这个壶嘴不好清洗<br>,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,a71ff14293ffc1eec60f24ee96a91ef1af8afff52a7c646d5392606a49bf8de7_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 18:00:44,需要先充电再用吗<br>？,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,72e9025e980a3af0a352b60522f52412c2ae6adc33bff973d4510a5f2d219bce_2219616516938_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:56:28,在煮饭要多久？,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,f368494d139c7875fad7ad8249175541a11da8d04b3522b92818aae3512f3a06_2215202023835_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:56:21,这个洗烘多少时间结束<br>最快的模式呢,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,9afc866e8ee99836a9655859cf08b37204bac706340762c90114a3aef35d3699_2212796238773_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:50:52,是什么材质？<br>壶身是用什么材质胶水粘合的？,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,282a8078a9afc094c6c87dba440faa67d6cabcea04fb4c85c31111f2c98f9749_2222430908987_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:50:32,上次购买169，怎么涨价了？,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,b4d422ca9ef5ad15d89b94ad3f9754fe7d877fc849cc986712ead990eb4adc0c_2214916672660_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:45:45,几升的,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,e8049b51e0230fd53d245f3c93e6f5a6c6afdb381056cc20a72a7f3207a4ad12_2219418595974_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:42:23,现在有优惠吗<br>我要1L的,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,0ed847202ea5fee348b26158f15360e2f9961332b0b7e4ca98435f2ca74f8768_2222430908987_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:38:41,顶配版多了什么<br>不懂,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,a84d876fe0c6e74df988f0a52f84fbc3ed8d28ea88ac298876f00031147b8a98_2222430908987_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:37:38,这个可以换桶吗,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,705952e48769bd7c8ccc865dfa21ad3d793355a04fc5db0e2eeb42e9a4f425f4_2212796238773_20260803,,,,,,,,,,
天猫,正向,咨询,2026-08-03 17:35:18,已好评<br>？<br>,小熊电器官方旗舰店,1066545498108,【新品抢先加购 4号付定】小熊破壁机豆浆机全自动家用多功能新款,https://detail.tmall.com/item.htm?id=1066545498108,19308f5181c3761169effb04057b9ddd1cd0e1af9606f1e724190a4d69fc57fc_2215176977560_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:30:42,里面软管多长,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,4aa2db5b4d0fba173f31b8990487af2aa9ed7d1f00fdc35888e3fdff80eb9cf2_2219484290050_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:29:19,噪音大吗,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,91a65161ee0872ebbca5dbb17fcfbacdc5a61838fe50b60e9a21f11b54fc159d_2220272649006_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 17:28:23,你好，这盖子咋这些松呢，还有点漏水的情况,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,97a6aee98b5aabbf16be4d3cd31900c61719b54caf27d802ff8176e3b153b93a_2219418595974_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:27:42,平时两个人，偶尔三个4个人，买什么型号的？,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,41b72404f7fdb856451725ed6349619d4e490be2d326281145248809e9d65ed0_2219418595974_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 17:21:14,不好扣<br>怎么漏<br>怎么装<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,24eee2827c50849d4f783eda46b8310328c7c0fdd943c39b5d96341704c12a0c_2207802122733_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:19:12,今天不发吗,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,0d12544054b53a0a6dbf8f4e780501029a7dd8dba32c52b60fefb317c150d867_3990073528_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:18:50,4l的尺寸多少,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,7f2019bff37be3198042245fc5110e567077697b1b0ad0e3fa0867582c416e53_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:18:50,4l的尺寸多少,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,7f2019bff37be3198042245fc5110e567077697b1b0ad0e3fa0867582c416e53_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:17:40,亲，给一个使用视频,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,acf5e543859a6959b73a24afbeab1d6eba4381cd5c6cac1d95a68a88cf8de80b_2214916672660_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 17:15:26,你们刚刚是不是联系我退货的原因<br>退货的原因就是煮水的时候有很大的塑胶味,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,00f8f6b0322c8cdc896766dc849a18bbf919e21fcda3150f8c366890c6816b76_2214916672660_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 17:15:26,你们刚刚是不是联系我退货的原因<br>退货的原因就是煮水的时候有很大的塑胶味,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,00f8f6b0322c8cdc896766dc849a18bbf919e21fcda3150f8c366890c6816b76_2214916672660_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:10:41,您好 几kg<br>几L,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,b219c6f7f1f7ffcf784e1698c192a9dc466a843d5f9b34fd7e970f4d03de45b9_2212775027940_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 17:10:22,煮饭要多久,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,f64f269297668a71d79f79c8266d6e66b152a7efc8c96ae462b8575b550f31e7_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:58:14,怎么清洗,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,b01a19fb94635ca841d516f453ec28d962d925c361ddb818a099eec1f9097456_2220272649006_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:57:05,一会看，今天要发不了就迢<br>退,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,770e04a4b6fa2e465ce4ee26a9193b7783617cc4e25ad50fab1a50ae1fccfad1_2215476107224_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:55:06,今天能发吗<br>今天<br>能发吗,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,770e04a4b6fa2e465ce4ee26a9193b7783617cc4e25ad50fab1a50ae1fccfad1_2215202023835_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:54:27,你好，请问这个壶座重量大约是多少呢<br>考虑出行带,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,7eb9cb05b04a791822121dfcbd445080f2768c70710e1c7f89a6d70e1d76e217_2222430908987_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:54:27,你好，请问这个壶座重量大约是多少呢<br>考虑出行带,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,7eb9cb05b04a791822121dfcbd445080f2768c70710e1c7f89a6d70e1d76e217_2222430908987_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:51:48,快递送错位置 可以拒收吗,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,ea35b9ac80353a7d2a9b1ab6329a491f488d62b224b82211a686d9b4ee4bede8_3990073528_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 16:48:58,宝子~这款小浆机主要功能是制作豆浆、米糊和果蔬汁哦🌟 它支持快速浆，浓豆浆，米糊，杂粮粥，果蔬汁，玉米汁，奶，炖煮等模式 还有高洗、热除菌和预约功能，使用超呢💕 不过它不能用来蒸、炒、煎食材哦~<br>宝子~这款小浆机主要功能是制作豆浆、米糊和果蔬汁哦🌟 它支持快速浆，浓豆浆，米糊，杂粮粥，果蔬汁，玉米汁，奶，炖煮等模式 还有高洗、热除菌和预约功能，使用超呢💕 不过它不能用来蒸、炒、煎食材哦~<br>我买的是破壁豆浆机，不是普通的豆浆机呀<br>是，你们家的正常破壁机不是这种吗,小熊电器官方旗舰店,1066545498108,【新品抢先加购 4号付定】小熊破壁机豆浆机全自动家用多功能新款,https://detail.tmall.com/item.htm?id=1066545498108,c1219ac2aff3a553619fc73ad941a193731b35ace7e85e1e2885ded4e50408d5_2215935664421_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 16:48:31,洗衣机昨天安装好第一次用.怎么不能烘干<br>只能是脱水<br>烘干是否可以直接穿<br>烘干后就好像我们平时洗衣服那样湿湿的<br>一套内衣裤<br>内衣是薄薄一层的<br>底裤也透明的<br>今晚回家试试<br>忘记问还有20元现么提、,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,e469cd6e4316e675dea6548ded15cf7d60161e2afa7d82a1e79620ba13424404_2212775027940_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:48:31,洗衣机昨天安装好第一次用.怎么不能烘干<br>只能是脱水<br>烘干是否可以直接穿<br>烘干后就好像我们平时洗衣服那样湿湿的<br>一套内衣裤<br>内衣是薄薄一层的<br>底裤也透明的<br>今晚回家试试<br>忘记问还有20元现么提、,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,e469cd6e4316e675dea6548ded15cf7d60161e2afa7d82a1e79620ba13424404_2212775027940_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 16:48:31,洗衣机昨天安装好第一次用.怎么不能烘干<br>只能是脱水<br>烘干是否可以直接穿<br>烘干后就好像我们平时洗衣服那样湿湿的<br>一套内衣裤<br>内衣是薄薄一层的<br>底裤也透明的<br>今晚回家试试<br>忘记问还有20元现么提、,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,e469cd6e4316e675dea6548ded15cf7d60161e2afa7d82a1e79620ba13424404_2212775027940_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:47:35,你好 这款预约功能怎么使用,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,18d622b25cfb2f1b0f20c03b99b7fe8387b04865d23fa54bcbcfb359448811a8_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:47:35,你好 这款预约功能怎么使用,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,18d622b25cfb2f1b0f20c03b99b7fe8387b04865d23fa54bcbcfb359448811a8_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:47:35,你好 这款预约功能怎么使用,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,18d622b25cfb2f1b0f20c03b99b7fe8387b04865d23fa54bcbcfb359448811a8_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:45:59,我上次买了一个161 1.5升的，怎么现在还涨价了？,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,5178321bab641580a02ab01a46b14f1625fa0d691a1afc084798e75c817c7de0_2214916672660_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:41:25,景田4.6升的可以用吗<br>口径多大<br>桶口4.5cm<br>,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,e8893009a49c1ba0f7f99da4fd4781de6280e4a43eeeb62f3c05ecefb97adedd_2219484290050_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 16:37:00,你好 机器进水了 功能用不了了,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,c9224071eb0aea41334d7132ba108d2e10279ad5fb7eb8fa006389ddd2e4302a_3990073528_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:36:47,请问抽水管多久换一次<br>抽水管哪里买<br>这个软管多长,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,d4610427e516990456bd553f0879320bc953c4026d181f6de2c7ea3ab1eb5a53_2222166184646_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:18:41,电话留错了,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,f41fc6a998c774a8e13ff066d26494b902777bd2d88d66125583d2b315be1a0a_3990073528_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:12:25,有防溢出功能吗？,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,146df02700e074b724e9ec59e27fcc849e2ac4fc319dbd2eb8881506a77f4ef1_2222430908987_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:02:36,锅的煮饭功能能发我看一下嘛<br>教学视频<br>我煮饭按煮饭键，这个上面没有显示时间<br>真的，哪知道什么时候好？<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,5a231c9add5c18f1cbb703ebdbd55981cd8a141ec0da26626f738b3bc99b42ca_2222404047191_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 16:01:35,你好，可以调定保<br>这价格吧<br>不好用我要退的<br>,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,93f5fc0edc18d131ebe30ff8d0ef7531afe6f0ca0b61b3ba2738d68befc5aed2_3990073528_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 16:01:31,今天发行吗,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,bd7e3eb9602111694f31a7e112fa28840a89570396bd8986ac51ed7a12c1e5fa_2207802122733_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:53:02,现在有问题<br>订单你看不到哪个型号？<br>抽一下就不抽了 咋回事 也有电<br>充满了抽的,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,6a02921371021f57f56bf4efba8f7d7f89593f0054e95d095e67a388eaee0bf5_2220272649006_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:53:02,这个内胆什么材质<br>快煮煮饭要多久,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,7b7bd932ab10829dd1979b7fc4e9ecf1f0d0944f8c1f896d2e692d71a06a4139_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:53:02,这个内胆什么材质<br>快煮煮饭要多久,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,7b7bd932ab10829dd1979b7fc4e9ecf1f0d0944f8c1f896d2e692d71a06a4139_2221749211942_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:48:08,你好，这个1L是可以放够1L的水煮的吧？<br>我怕最高水位又要减去一点容量<br>自己办公室喝的话1升够用吗<br>放办公室的<br>1.5升的颜值不太好<br>圆圆的有没有1.5升？,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,926d65af5d2754f895d1912c476e796654b6351db5921ceaf7cde967697bb1c9_3990073528_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:47:48,质保多久<br>一煮粥就这样,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,eb8444fb88230e6cd5c65d8a3500f28ea806073721c54c250593554a77efada7_2215202023835_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:46:20,怎么以旧换新,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,891bdea18311f1c1aad89be1ff911220566ea92d55734e621e9573cb8b22dcb1_3990073528_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:37:09,盖子是什么材质？<br>盖子是什么材质的,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,ea1d963799c12d45bd44df641d86abad7feb19dc21c51566cc7a5c6155f7b26b_3990073528_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 15:29:16,你的锅寄给我了么<br>都多长时间了<br>都多长时间了<br>都20多天了<br>你们赶紧给我锅啊<br>我好吃饭啊<br>你们给我发新锅,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,7a81e5a41057294f43b17b0cd8d0ca555aedf1767de21100a47c03d7aba3dfe8_2222803185856_20260803,,,,,,,,,,
天猫,正向,咨询,2026-08-03 15:29:16,你的锅寄给我了么<br>都多长时间了<br>都多长时间了<br>都20多天了<br>你们赶紧给我锅啊<br>我好吃饭啊<br>你们给我发新锅,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,7a81e5a41057294f43b17b0cd8d0ca555aedf1767de21100a47c03d7aba3dfe8_2222803185856_20260803,,,,,,,,,,
